Original Title,Authors,cleaned_title
COME: Adding Scene-Centric Forecasting Control to Occupancy World Model,"Yining Shi,Kun Jiang,Qiang Meng,Ke Wang,Jiabao Wang,Wenchao Sun,Tuopu Wen,Mengmeng Yang,Diange Yang",come adding scenecentric forecasting control occupancy world model
High-Quality Facial Albedo Generation for 3D Face Reconstruction from a Single Image using a Coarse-to-Fine Approach,"Jiashu Dai,Along Wang,Binfan Ni,Tao Cao",highquality facial albedo generation face reconstruction single image using coarsetofine approach
SASep: Saliency-Aware Structured Separation of Geometry and Feature for Open Set Learning on Point Clouds,"Jinfeng Xu,Xianzhi Li,Yuan Tang,Xu Han,Qiao Yu,Yixue Hao,Long Hu,Min Chen",sasep saliencyaware structured separation geometry feature open set learning point cloud
DVP-MVS++: Synergize Depth-Normal-Edge and Harmonized Visibility Prior for Multi-View Stereo,"Zhenlong Yuan,Dapeng Zhang,Zehao Li,Chengxuan Qian,Jianing Chen,Yinda Chen,Kehua Chen,Tianlu Mao,Zhaoxin Li,Hao Jiang,Zhaoqi Wang",dvpmvs synergize depthnormaledge harmonized visibility prior multiview stereo
A Comprehensive Survey on Deep Learning Solutions for 3D Flood Mapping,"Wenfeng Jia,Bin Liang,Yuxi Liu,Muhammad Arif Khan,Lihong Zheng",comprehensive survey deep learning solution flood mapping
MT-PCR: A Hybrid Mamba-Transformer with Spatial Serialization for Hierarchical Point Cloud Registration,"Bingxi Liu,An Liu,Hao Chen,Jinqiang Cui,Yiqun Wang,Hong Zhang",mtpcr hybrid mambatransformer spatial serialization hierarchical point cloud registration
GreedyPrune: Retenting Critical Visual Token Set for Large Vision Language Models,"Ruiguang Pei,Weiqing Sun,Zhihui Fu,Jun Wang",greedyprune retenting critical visual token set large vision language model
StgcDiff: Spatial-Temporal Graph Condition Diffusion for Sign Language Transition Generation,"Jiashu He,Jiayi He,Shengeng Tang,Huixia Ben,Lechao Cheng,Richang Hong",stgcdiff spatialtemporal graph condition diffusion sign language transition generation
STAGE: A Stream-Centric Generative World Model for Long-Horizon Driving-Scene Simulation,"Jiamin Wang,Yichen Yao,Xiang Feng,Hang Wu,Yaming Wang,Qingqiu Huang,Yuexin Ma,Xinge Zhu",stage streamcentric generative world model longhorizon drivingscene simulation
EmbodiedPlace: Learning Mixture-of-Features with Embodied Constraints for Visual Place Recognition,"Bingxi Liu,Hao Chen,Shiyi Guo,Yihong Wu,Jinqiang Cui,Hong Zhang",embodiedplace learning mixtureoffeatures embodied constraint visual place recognition
GS-2DGS: Geometrically Supervised 2DGS for Reflective Object Reconstruction,"Jinguang Tong,Xuesong li,Fahira Afzal Maken,Sundaram Muthu,Lars Petersson,Chuong Nguyen,Hongdong Li",gsdgs geometrically supervised dg reflective object reconstruction
Pro-AD: Learning Comprehensive Prototypes with Prototype-based Constraint for Multi-class Unsupervised Anomaly Detection,"Ziqing Zhou,Binbin Gao,Yuri Pan,Lidong Wang,Wenbing Zhu,Yong Liu,Jun Liu,MIngmin Chi,Dong Wu,Bo Peng,Chengjie Wang",proad learning comprehensive prototype prototypebased constraint multiclass unsupervised anomaly detection
Learning Event Completeness for Weakly Supervised Video Anomaly Detection,"Yu Wang,Shiwei Chen",learning event completeness weakly supervised video anomaly detection
"SuperPoint-SLAM3: Augmenting ORB-SLAM3 with Deep Features, Adaptive NMS, and Learning-Based Loop Closure","Shahram Najam Syed,Ishir Roongta,Kavin Ravie,Gangadhar Nageswar",superpointslam augmenting orbslam deep feature adaptive nm learningbased loop closure
SuperPlace: The Renaissance of Classical Feature Aggregation for Visual Place Recognition in the Era of Foundation Models,"Bingxi Liu,Pengju Zhang,Li He,Hao Chen,Shiyi Guo,Yihong Wu,Jinqiang Cui,Hong Zhang",superplace renaissance classical feature aggregation visual place recognition era foundation model
Video Individual Counting With Implicit One-to-Many Matching,"Xuhui Zhu,Jing Xu,Bingjie Wang,Huikang Dai,Hao Lu",video individual counting implicit onetomany matching
ViewPCL: a point cloud based active learning method for multi-view segmentation,"Christian Hilaire,Sima Didari",viewpcl point cloud based active learning method multiview segmentation
MAMMA: Markerless & Automatic Multi-Person Motion Action Capture,"Hanz Cuevas-Velasquez,Anastasios Yiannakidis,Soyong Shin,Giorgio Becherini,Markus Höschle,Joachim Tesch,Taylor Obersat,Tsvetelina Alexiadis,Michael Black",mamma markerless automatic multiperson motion action capture
Evolution of ReID: From Early Methods to LLM Integration,"Amran Bhuiyan,Mizanur Rahman,Md Tahmid Rahman Laskar,Aijun An,Jimmy Xiangji Huang",evolution reid early method llm integration
HKD4VLM: A Progressive Hybrid Knowledge Distillation Framework for Robust Multimodal Hallucination and Factuality Detection in VLMs,"Zijian Zhang,Xuecheng Wu,Danlei Huang,Siyu Yan,Chong Peng,Xuezhi Cao",hkdvlm progressive hybrid knowledge distillation framework robust multimodal hallucination factuality detection vlms
WildCAT3D: Appearance-Aware Multi-View Diffusion in the Wild,"Morris Alper,David Novotny,Filippos Kokkinos,Hadar Averbuch-Elor,Tom Monnier",wildcatd appearanceaware multiview diffusion wild
DETRPose: Real-time end-to-end transformer model for multi-person pose estimation,"Sebastian Janampa,Marios Pattichis",detrpose realtime endtoend transformer model multiperson pose estimation
SmartHome-Bench: A Comprehensive Benchmark for Video Anomaly Detection in Smart Homes Using Multi-Modal Large Language Models,"Xinyi Zhao,Congjing Zhang,Pei Guo,Wei Li,Lin Chen,Chaoyue Zhao,Shuai Huang",smarthomebench comprehensive benchmark video anomaly detection smart home using multimodal large language model
DuoFormer: Leveraging Hierarchical Representations by Local and Global Attention Vision Transformer,"Xiaoya Tang,Bodong Zhang,Man Minh Ho,Beatrice S. Knudsen,Tolga Tasdizen",duoformer leveraging hierarchical representation local global attention vision transformer
Boundary-Aware Vision Transformer for Angiography Vascular Network Segmentation,"Nabil Hezil,Suraj Singh,Vita Vlasova,Oleg Rogov,Ahmed Bouridane,Rifat Hamoudi",boundaryaware vision transformer angiography vascular network segmentation
Metropolis-Hastings Sampling for 3D Gaussian Reconstruction,"Hyunjin Kim,Haebeom Jung,Jaesik Park",metropolishastings sampling gaussian reconstruction
Efficient Neural Video Representation via Structure-Preseving Patch Decoding,"Taiga Hayami,Kakeru Koizumi,Hiroshi Watanabe",efficient neural video representation via structurepreseving patch decoding
"Model-Agnostic, Temperature-Informed Sampling Enhances Cross-Year Crop Mapping with Deep Learning","Mehmet Ozgur Turkoglu,Selene Ledain,Helge Aasen",modelagnostic temperatureinformed sampling enhances crossyear crop mapping deep learning
Active Adversarial Noise Suppression for Image Forgery Localization,"Rongxuan Peng,Shunquan Tan,Xianbo Mo,Alex C. Kot,Jiwu Huang",active adversarial noise suppression image forgery localization
EraserDiT: Fast Video Inpainting with Diffusion Transformer Model,"Jie Liu,Zheng Hui",eraserdit fast video inpainting diffusion transformer model
CAPO: Reinforcing Consistent Reasoning in Medical Decision-Making,"Songtao Jiang,Yuan Wang,Ruizhe Chen,Yan Zhang,Ruilin Luo,Bohan Lei,Sibo Song,Yang Feng,Jimeng Sun,Jian Wu,Zuozhu Liu",capo reinforcing consistent reasoning medical decisionmaking
Towards Fine-Grained Emotion Understanding via Skeleton-Based Micro-Gesture Recognition,"Hao Xu,Lechao Cheng,Yaxiong Wang,Shengeng Tang,Zhun Zhong",towards finegrained emotion understanding via skeletonbased microgesture recognition
HyRet-Change: A hybrid retentive network for remote sensing change detection,"Mustansar Fiaz,Mubashir Noman,Hiyam Debary,Kamran Ali,Hisham Cholakkal",hyretchange hybrid retentive network remote sensing change detection
DiffS-NOCS: 3D Point Cloud Reconstruction through Coloring Sketches to NOCS Maps Using Diffusion Models,"Di Kong,Qianhui Wan",diffsnocs point cloud reconstruction coloring sketch noc map using diffusion model
ComplexBench-Edit: Benchmarking Complex Instruction-Driven Image Editing via Compositional Dependencies,"Chenglin Wang,Yucheng Zhou,Qianning Wang,Zhe Wang,Kai Zhang",complexbenchedit benchmarking complex instructiondriven image editing via compositional dependency
LOP: Learning Optimal Pruning for Efficient On-Demand MLLMs Scaling,"Zhihan Zhang,Xiang Pan,Hongchen Wei,Zhenzhong Chen",lop learning optimal pruning efficient ondemand mllms scaling
Learning Unpaired Image Dehazing with Physics-based Rehazy Generation,"Haoyou Deng,Zhiqiang Li,Feng Zhang,Qingbo Lu,Zisheng Cao,Yuanjie Shao,Shuhang Gu,Changxin Gao,Nong Sang",learning unpaired image dehazing physicsbased rehazy generation
"Leveraging MIMIC Datasets for Better Digital Health: A Review on Open Problems, Progress Highlights, and Future Promises","Afifa Khaled,Mohammed Sabir,Rizwan Qureshi,Camillo Maria Caruso,Valerio Guarrasi,Suncheng Xiang,S Kevin Zhou",leveraging mimic datasets better digital health review open problem progress highlight future promise
SMPL Normal Map Is All You Need for Single-view Textured Human Reconstruction,"Wenhao Shen,Gangjian Zhang,Jianfeng Zhang,Yu Feng,Nanjie Yao,Xuanmeng Zhang,Hao Wang",smpl normal map need singleview textured human reconstruction
Rasterizing Wireless Radiance Field via Deformable 2D Gaussian Splatting,"Mufan Liu,Cixiao Zhang,Qi Yang,Yujie Cao,Yiling Xu,Yin Xu,Shu Sun,Mingzeng Dai,Yunfeng Guan",rasterizing wireless radiance field via deformable gaussian splatting
Semantic-Aware Visual Information Transmission With Key Information Extraction Over Wireless Networks,"Chen Zhu,Kang Liang,Jianrong Bao,Zhouxiang Zhao,Zhaohui Yang,Zhaoyang Zhang,Mohammad Shikh-Bahaei",semanticaware visual information transmission key information extraction wireless network
"A large-scale, physically-based synthetic dataset for satellite pose estimation","Szabolcs Velkei,Csaba Goldschmidt,Károly Vass",largescale physicallybased synthetic dataset satellite pose estimation
Native Visual Understanding: Resolving Resolution Dilemmas in Vision-Language Models,"Junbo Niu,Yuanhong Zheng,Ziyang Miao,Hejun Dong,Chunjiang Ge,Hao Liang,Ma Lu,Bohan Zeng,Qiahao Zheng,Conghui He,Wentao Zhang",native visual understanding resolving resolution dilemma visionlanguage model
Probing Deep into Temporal Profile Makes the Infrared Small Target Detector Much Better,"Ruojing Li,Wei An,Xinyi Ying,Yingqian Wang,Yimian Dai,Longguang Wang,Miao Li,Yulan Guo,Li Liu",probing deep temporal profile make infrared small target detector much better
Cross-architecture universal feature coding via distribution alignment,"Changsheng Gao,Shan Liu,Feng Wu,Weisi Lin",crossarchitecture universal feature coding via distribution alignment
Learning to Fuse: Modality-Aware Adaptive Scheduling for Robust Multimodal Foundation Models,"Liam Bennett,Mason Clark,Lucas Anderson,Hana Satou,Olivia Martinez",learning fuse modalityaware adaptive scheduling robust multimodal foundation model
Efficient multi-view training for 3D Gaussian Splatting,"Minhyuk Choi,Injae Kim,Hyunwoo J. Kim",efficient multiview training gaussian splatting
"Dynamic Modality Scheduling for Multimodal Large Models via Confidence, Uncertainty, and Semantic Consistency","Hiroshi Tanaka,Anika Rao,Hana Satou,Michael Johnson,Sofia García",dynamic modality scheduling multimodal large model via confidence uncertainty semantic consistency
Generative 4D Scene Gaussian Splatting with Object View-Synthesis Priors,"Wen-Hsuan Chu,Lei Ke,Jianmeng Liu,Mingxiao Huo,Pavel Tokmakov,Katerina Fragkiadaki",generative scene gaussian splatting object viewsynthesis prior
Combining Self-attention and Dilation Convolutional for Semantic Segmentation of Coal Maceral Groups,"Zhenghao Xi,Zhengnan Lv,Yang Zheng,Xiang Liu,Zhuang Yu,Junran Chen,Jing Hu,Yaqi Liu",combining selfattention dilation convolutional semantic segmentation coal maceral group
Evaluating Cell Type Inference in Vision Language Models Under Varying Visual Context,"Samarth Singhal,Sandeep Singhal",evaluating cell type inference vision language model varying visual context
3D Hand Mesh-Guided AI-Generated Malformed Hand Refinement with Hand Pose Transformation via Diffusion Model,"Chen-Bin Feng,Kangdao Liu,Jian Sun,Jiping Jin,Yiguo Jiang,Chi-Man Vong",hand meshguided aigenerated malformed hand refinement hand pose transformation via diffusion model
OscNet v1.5: Energy Efficient Hopfield Network on CMOS Oscillators for Image Classification,"Wenxiao Cai,Zongru Li,Iris Wang,Yu-Neng Wang,Thomas H. Lee",oscnet energy efficient hopfield network cmos oscillator image classification
Not All Tokens and Heads Are Equally Important: Dual-Level Attention Intervention for Hallucination Mitigation,"Lexiang Tang,Xianwei Zhuang,Bang Yang,Zhiyuan Hu,Hongxiang Li,Lu Ma,Jinghan Ru,Yuexian Zou",token head equally important duallevel attention intervention hallucination mitigation
DejaVid: Encoder-Agnostic Learned Temporal Matching for Video Classification,"Darryl Ho,Samuel Madden",dejavid encoderagnostic learned temporal matching video classification
Benchmarking Image Similarity Metrics for Novel View Synthesis Applications,"Charith Wickrema,Sara Leary,Shivangi Sarkar,Mark Giglio,Eric Bianchi,Eliza Mace,Michael Twardowski",benchmarking image similarity metric novel view synthesis application
Parkinson's Disease Freezing of Gait (FoG) Symptom Detection Using Machine Learning from Wearable Sensor Data,Mahmudul Hasan,parkinson disease freezing gait fog symptom detection using machine learning wearable sensor data
Towards Seamless Borders: A Method for Mitigating Inconsistencies in Image Inpainting and Outpainting,"Xingzhong Hou,Jie Wu,Boxiao Liu,Yi Zhang,Guanglu Song,Yunpeng Liu,Yu Liu,Haihang You",towards seamless border method mitigating inconsistency image inpainting outpainting
Good Noise Makes Good Edits: A Training-Free Diffusion-Based Video Editing with Image and Text Prompts,"Saemee Choi,Sohyun Jeong,Jaegul Choo,Jinhee Kim",good noise make good edits trainingfree diffusionbased video editing image text prompt
Retrieval Augmented Comic Image Generation,"Yunhao Shui,Xuekuan Wang,Feng Qiu,Yuqiu Huang,Jinzhu Li,Haoyu Zheng,Jinru Han,Zhuo Zeng,Pengpeng Zhang,Jiarui Han,Keqiang Sun",retrieval augmented comic image generation
Generalized Category Discovery under the Long-Tailed Distribution,"Bingchen Zhao,Kai Han",generalized category discovery longtailed distribution
Interpretable Text-Guided Image Clustering via Iterative Search,"Bingchen Zhao,Oisin Mac Aodha",interpretable textguided image clustering via iterative search
Fine-Grained HDR Image Quality Assessment From Noticeably Distorted to Very High Fidelity,"Mohsen Jenadeleh,Jon Sneyers,Davi Lazzarotto,Shima Mohammadi,Dominik Keller,Atanas Boev,Rakesh Rao Ramachandra Rao,António Pinheiro,Thomas Richter,Alexander Raake,Touradj Ebrahimi,João Ascenso,Dietmar Saupe",finegrained hdr image quality assessment noticeably distorted high fidelity
Binarization-Aware Adjuster: Bridging Continuous Optimization and Binary Inference in Edge Detection,Hao Shu,binarizationaware adjuster bridging continuous optimization binary inference edge detection
Demographics-Informed Neural Network for Multi-Modal Spatiotemporal forecasting of Urban Growth and Travel Patterns Using Satellite Imagery,"Eugene Kofi Okrah Denteh,Andrews Danyo,Joshua Kofi Asamoah,Blessing Agyei Kyem,Armstrong Aboah",demographicsinformed neural network multimodal spatiotemporal forecasting urban growth travel pattern using satellite imagery
CLIP-HandID: Vision-Language Model for Hand-Based Person Identification,"Nathanael L. Baisa,Babu Pallam,Amudhavel Jayavel",cliphandid visionlanguage model handbased person identification
Domain Generalization for Person Re-identification: A Survey Towards Domain-Agnostic Person Matching,"Hyeonseo Lee,Juhyun Park,Jihyong Oh,Chanho Eom",domain generalization person reidentification survey towards domainagnostic person matching
